ID,Timestamp,Tweet Url,Group,Collector,Category,Topic,Keywords,Account Handle,Account Name,Account Bio,Account Type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date Posted,Content Type,Likes,Replies,Retweets,Quote Tweets,Reasoning,Remarks
Dec-29,24/02/2023 7:16,https://twitter.com/imrknz/status/1282296226998898690?s=46&t=ynGnb7xJVrTxG5TiGB5Lhg,12,"Flores, Angela Nicole",HLTH,China/Chinese people created COVID-19,"""covid gawa ng china"", ""chinese ginawa covid""",@imrknz,Mark Enzo,INFJ | (╯° - °）╯︵ ┻━┻ | this is a rant account,0,2015-08,659,8780,Piltover,"Dapat lahat ng mga bansa sa mundo singilin ang China sa damages na gawa ng COVID-19. I think this virus is man-made. Kung naturally occurring yan edi dapat noon palang meron na nito. Besides ""coincidence"" ba na may virology institute sa mismong Wuhan? 😑","All countries in the world should charge China for the damages caused by COVID-19. I think this virus is man-made. If that is naturally occurring then it should have been there by then. Besides is it a ""coincidence"" that there is a virology institute in Wuhan itself? 😑",Text,07/12/2020 20:50,1,13,0,1,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",Invalid location
Dec-30,24/02/2023 7:16,https://twitter.com/urbskie/status/1280730586135572480?s=46&t=ynGnb7xJVrTxG5TiGB5Lhg,12,"Flores, Angela Nicole",HLTH,China/Chinese people created COVID-19,"""covid gawa ng china"", ""chinese ginawa covid""",@urbskie,ϩɾօղ,No bio,1,2018-07,214,89,No location,Pano kaya pag gawa lng ng china covid tsaka bagong virus para maubos pera ng bansa para umutang sakanila at masakop ang bansa,How can it be that China just made covid and also a new virus to run out of money for the country to borrow from them and conquer the country,Text,07/08/2020 13:09,1,2,1,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location
Dec-31,24/02/2023 7:16,https://twitter.com/HRHLyza/status/1449912709928001536,12,"Flores, Angela Nicole",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@hrhlyza,HRH Lyza,You can never classify me.,1,2011-08,71,33,Philippines,"@AzurPaps @dzbb @jhomer_apresto Mukhang wala ka pang trenta años, hijo...at bagong gawa ang Twitter account mo. Magbasa-basa ka naman sa WHO at CDC website. Kahit China nagulo sa binansagang ""Wuhan virus"". Tsk tsk tsk. https://t.co/R5dlvHdwsF


{Image: A screenshot of another twitter user’s profile}","Looks like you're not even thirty años, hijo...and your Twitter account is brand new. Read up on the WHO and CDC websites. Even China was troubled by the so-called ""Wuhan virus"". Tsk tsk tsk","Text, Image, Reply",18/10/2021 9:38,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No remarks
12-100,02/04/2023 20:42,https://twitter.com/splendidgriffin/status/1249813390039470080,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@splendidgriffin,splendid griffin,velle est posse,1,2009-05,708,109,No location,"@ABSCBNNews Yung virus, gawa ng China, galing China. 🤨",@ABSCBNNews the virus was made by China and came from China. 🤨,"Text, Reply",14/04/2020 5:35,1,40,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location
12-101,02/04/2023 20:42,https://twitter.com/marinellelotado/status/1249742377679388684,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@marinellelotado,C A R E L E S S ☁,"Wannable ♡ EXO-L

 JaDine Fan 03-15-14⚓ 

|The Vamps| JUANISTA ~LA ARMY ~ DONNY ♡ ADIE 💙 F4 Thailand 🌠 TU🌻 Bright☀️ Dew🍃 Win✨ Nani😎 Ohm 🫶 Nanon 🌟 Prim 💫",0,2013-10,353,590,Republic of the Philippines,Hindi ko lang talaga maintindihan ngayon na napatunayan na gawa yung virus sa lab sa china bakit friends pa din ang bansa natin at bansa nila.,It's just hard for me to understand why our country is still friends with China even though it has been proven that the virus was made in a lab there.,Text,13/04/2020 0:52,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No remarks
12-102,02/04/2023 20:42,https://twitter.com/debbiebuu/status/1249706526551363584,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@debbiebuu,debbie,booz,0,2011-01,420,334,PH,gawa daw tlga ng china ung virus 😭 i dont like this dinner conversation 😭🤡,They say that the virus is really made by China. 😭 I don't like this dinner conversation. 😭🤡,Text,13/04/2020 22:30,1,1,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No remarks
12-103,03/04/2023 1:38,https://twitter.com/negachaejalnaga/status/1221235351445860352,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china gumawa virus""",@negachaejalnaga,kyle is inactive,"I’ll make it someday, I’m claiming it. | wattpad: my.w.tt/xaZhbteZx7",1,2019-04,517,267,"brent, kn, gwy",chinese new year pa e papatayin din naman tayo ng virus na china ang gumawa hsksjksksks,"It's the Chinese New Year and yet we will still be killed by the virus made by China, haha.",Text,26/01/2020 8:56,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",Invalid location
12-104,03/04/2023 1:38,https://twitter.com/dckervin29/status/1225205145878724608,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china gumawa virus""",@dckervin29,Kervin,faith in god🙏,1,2020-02,72,3,"Manila City, National Capital Region","Putang ina Ang china talaga sila pala Ang gumawa ng Corona virus may secret loboratory sila wuhan market sa under ground nito at aksidenteng sumingaw sa labas ng market ng wuhan kaya kumalat Ang virus na ginawa nila,tapos ginawa nilang human testing Ang sarili nilang kababayan at","Fuck China really, they were the ones who made the Corona virus. They have a secret laboratory under the Wuhan market and it accidentally leaked outside the market that's why the virus they made spread. They even made human testing on their own citizens.",Text,02/06/2020 7:50,1,0,1,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No remarks
12-105,03/04/2023 1:38,https://twitter.com/boybasagPH/status/1339550692218785797,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china gumawa virus""",@boybasagph,Brad 🍥,Believes in principle of FAFO (FuckAround=FindOut),1,2017-01,852,1150,Multiverse,@gmanews mas tiwala prin ako sa vaccine na gawa ng china! dahil sila ang gumawa ng virus!,I still trust the vaccine made in China more! Because they are the ones who made the virus!,"Text, Reply",17/12/2020 20:39,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",Invalid location
12-106,03/04/2023 1:38,https://twitter.com/mybabypipay/status/1305814519252267009,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china gumawa virus""",@mybabypipay,Gina Lim,No bio,1,2012-06,158,96,Taguig,"@ABSCBNNews Ang galing ano, gumawa sila ng virus tapos sila din gagawa ng vaccine. Totoo nga siguro na man made yung virus, gawang China","@ABSCBNNews Amazing right, they made the virus and now they're making the vaccine. Maybe it's true that the virus is man-made, made in China.","Text, Reply",15/09/2020 18:23,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No remarks
12-107,03/04/2023 1:38,https://twitter.com/frenchfernande2/status/1309280676869361665,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china gumawa virus""",@frenchfernande2,Morning Girl,I love my country second to our Lord God,1,2020-01,3294,2213,No location,"Nasadaktan ang china sa mga sinabi ni trump, Totoo naman, gumawa sila ng virus at pinakalat sa@buong mundo kaya dapat managot mga demonyong yan, lalo na si xi jin ping at ang buong red china military","China was hurt by Trump's words. It's true that they made the virus and spread it all over the world. Those demons should be held accountable, especially Xi Jinping and the entire Red China military","Text, Reply",25/09/2020 7:56,1,10,0,1,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location
12-108,03/04/2023 1:38,https://twitter.com/CasipitNesmar/status/1289850828002455553,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china gumawa virus""",@casipitnesmar,Nesmar Casipit,I likeyou,1,2020-07,24,0,No location,"China talaga Ang gumawa Ng virus na Yan
#ChinaAngVirus 
https://t.co/Gwyftqi8SG","It's really China who made that virus
#ChinaAngVirus 
https://t.co/Gwyftqi8SG","Text, URL",08/02/2020 17:09,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location
12-109,03/04/2023 1:38,https://twitter.com/pinamto/status/1292417928814407680,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china gumawa virus""",@pinamto,Stephanie rin pinamto,No bio,1,2020-07,1,1,No location,"Gumawa n nga kayo ng virus china nag share p kayo tindi nyo
#LayasChina #ChinaAngVirus https://t.co/Z79fjg07N2","You made the virus, China, and you spread it, how ruthless of you. #LayasChina #ChinaAngVirus https://t.co/Z79fjg07N2","Text, Image",08/09/2020 19:10,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location
12-110,03/04/2023 1:38,https://twitter.com/JPOOOOL/status/1298798301085458434,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china gumawa virus""",@jpooool,保罗男孩 #AcademinFreeze,XVI,1,2020-01,63,43,"Miami Beach, FL",PAK U CHINA KASALANAN MO TO KUNG BAKIT KAMI NA NAHIHIRAPAN NGAYON KUNG HINDI KAYO GUMAWA NG PUTANGINANG VIRUS NIYO EDI SANA NORMAL LAHAT NG BUHAY NG MGA TAO NGAYON.,"Fuck you China, this is your fault why we are struggling now. If only you didn't create your damn virus, everything would be normal for people.",Text,27/08/2020 9:43,1,1,0,1,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No remarks
12-111,03/04/2023 1:38,https://twitter.com/BrandoMarlon_BM/status/1299387982957498373,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china gumawa virus""",@brandomarlon_bm,Brando Marlon,"COMICS, MOVIES, SERIES and ANIMEs",1,2020-02,425,29,House Revan,"@gmanews Kasi china lang talaga ang gumawa ng virus para guluhin ang pang-araw-araw ng mga tao sa mundo. Kung ayaw nyo chinese, e di mga instik beho na lang may mga kasalanan. Sige sila na lang.","Because China is the only one who created the virus to disrupt the daily lives of people in the world. If you don't like the Chinese, then just blame the 'instik beho'. Let them take the blame.","Text, Reply",29/08/2020 0:46,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",Invalid location
12-112,03/04/2023 1:38,https://twitter.com/Vardinet2143/status/1271329704750923776,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china gumawa virus""",@vardinet2143,Vardi,ฉันรักคุณ 🌈,0,2016-04,90,213,National Capital Region,Sila nga gumawa ng virus tapos sakanila pa galing ung vaccine 🙂 hay nako baka MADE IN CHINA yan hahahahah fake,"They created the virus and now the vaccine comes from them 🙂 oh well, it might be MADE IN CHINA hahahahah fake.","Text, Reply",06/12/2020 14:33,1,1,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No remarks
12-113,03/04/2023 1:38,https://twitter.com/kennethnantes7/status/1266194818633363459,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china gumawa virus""",@kennethnantes7,VM Kenneth Nantes,"Vice Mayor, Entrepreneur, Pilot, SkyDiver, Surfer, Wakeboarder, ScubaDiver, Traveler, Mountaineer, Rock Climber, Biker, Musician, Frat man",0,2012-12,279,589,"Sampaloc, Quezon","Syempre sila siguro ang gumawa ng virus, kaya malamang sila din ang may antedote o vaccine. Di ko alam kung ako lang, pero wala talaga akong tiwala sa China. Pakiramdam ko tama ang mga conspiracy theories about Covid19.","Of course, they are probably the ones who created the virus, so most likely they also have the antidote or vaccine. I don't know if it's just me, but I really don't trust China. I feel like the conspiracy theories about Covid19 are true.","Text, Reply",29/05/2020 10:29,1,3,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No remarks
12-114,03/04/2023 1:38,https://twitter.com/woomi_i/status/1274483431250866176,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china gumawa virus""",@woomi_i,🍜,No bio,1,2018-08,556,524,🏳️‍🌈,Nakakainis talaga china potek gumawa na nga ng virus..kakain pa ng aso saka pusa anak ng putragis!!!,"China is really annoying, they created the virus and they even eat dogs and cats. Damn it!!!",Text,21/06/2020 7:25,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",Invalid location
12-115,03/04/2023 1:38,https://twitter.com/Pepsicollagen/status/1257188714234605568,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china gumawa virus""",@pepsicollagen,Pepc Paloma,5”11  Kakampink 💖,1,2015-01,3713,6349,No location,@chronus14 Korek! Parang china lang. gumawa sila ng virus they offered help then yun na may utang na loob kana sakanila.,"@chronus14 Correct! It's like China. They created the virus, offered help, and then you owe them.","Text, Reply",05/04/2020 14:02,1,4,0,1,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location
12-116,03/04/2023 1:38,https://twitter.com/monetski07/status/1257658695690801153,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china gumawa virus""",@monetski07,mamü,AMAZONANG PALABAN!,1,2010-09,238,11,"uae, manila","ANG GAHAMANG KOMUNISTANG TSINA, NA GUSTONG SAKUPIN AT MAG HARI HARIAN SA BUONG MUNDO, GUMAWA NG NAKAKAMATAY NA CORONA VIRUS GALING SA WUHAAN , CHINA.. PARA PATAYIN ANG MGA TAO SA BUONG MUNDO, UPANG SILA NA ANG MAMUNO SA DAIGDIG! 
#KILUSANONTRATSINA https://t.co/zLGhDttB2a","The greedy communist China, who wants to conquer and reign over the whole world, made a deadly coronavirus from Wuhan, China, to kill people worldwide, so that they can rule the world!
#KILUSANONTRATSINA https://t.co/zLGhDttB2a","Text, Image",05/05/2020 21:09,1,1,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No remarks
12-117,03/04/2023 1:38,https://twitter.com/ab_pantaleon/status/1262672310164570112,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china gumawa virus""",@ab_pantaleon,Abpantaleov,Life Is Good,1,2012-09,227,1623,Republic of the Philippines,@ABSCBNNews China ang gumawa ng virus sila din ang naka discover ng vaccine WTF,@ABSCBNNews China created the virus and they also discovered the vaccine. WTF.,"Text, Reply",19/05/2020 17:11,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No remarks
12-118,03/04/2023 1:38,https://twitter.com/Amistoso_Jake24/status/1266183269470441478,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china gumawa virus""",@amistoso_jake24,V A L,I don't know much also about myself,0,2016-04,11,4,No location,"@gmanews China parin iniisip🤦‍♂️🤦‍♂️🤦‍♂️. Sila nga gumawa ng virus, kaya sila din unang may vaccine. Di lang nila pinapublic sa ibang bansa","@gmanews Still thinking about China 🤦‍♂️🤦‍♂️🤦‍♂️. They were the ones who created the virus, that's why they have the first vaccine. They just don't make it public in other countries.","Text, Reply",29/05/2020 9:43,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location
12-119,18/04/2023 22:30,https://twitter.com/JanRhian/status/1433307289566519297,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@janrhian,Jan Rhian Tabay,If you never know Love then you never know God. ❤,0,2019-09,66,0,No location,@DrTonyLeachon Simple lang china may gawa sa virus kaya mas prefer na sa china din kumuha ng bakuna 🤣,No translation,"Text, Reply",09/02/2021 13:54,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location
12-120,18/04/2023 22:30,https://twitter.com/jecael31/status/1389364018293264384,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@jecael31,Solo,No bio,1,2020-06,304,16,Caloocan,Salamat sa china at madaming Business ang nagsara at nawalan ng trabaho dahil sa Covid na gawa nyo . salamat Tay at hinayaan nyo kumalat ang virus upang magkaron tayo nglibreng Vaccine at mag karon ng utang na loob sa  China Salamat  Tay,No translation,Text,05/04/2021 7:39,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No bio
12-121,18/04/2023 22:30,https://twitter.com/AlexandraRoxas3/status/1386647025127620613,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@alexandraroxas3,Lex,God is good 🙏,0,2021-04,68,0,"Ibaan, Calabarzon","Bukod sa virus na gawa ng china , nang aangkin din sila ng di naman kanila teretoryo✔️",No translation,Text,26/04/2021 19:43,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No remarks
12-122,18/04/2023 22:30,https://twitter.com/hyu_mher/status/1387710273855787010,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@hyu_mher,rhem,No bio,1,2014-07,62,13,No location,"@ANCALERTS Tignan mo ang china kung paano sila ka tuso,,sila ang may gawa ng Virus,tapos sila din ang gagawa ng vaccine, .",No translation,"Text, Reply",29/04/2021 18:08,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No bio & location
12-123,18/04/2023 22:30,https://twitter.com/DStudentOnline/status/1373111256169639936,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@dstudentonline,The Student Online,"Follow me now, and you will never know whether I am sarcastic with my tweets or not. Interpret it in any way you want.
🇵🇭🇻🇦 | Will try to Catholic-pill you",1,2020-09,484,613,Republic of the Philippines,"Kung nakayang gumawa ng pangalan na ""Philippine Variant"" bakit yung virus mismo na gawa ng China, di maipangalan ng China Virus?",No translation,Text,20/03/2021 11:16,1,5,0,1,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",This tweet is part of a thread
12-124,18/04/2023 22:30,https://twitter.com/ernanskie/status/1363356864952504320,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@ernanskie,ernani medenilla,"Still single, had depression and now a diabetic, yet having a blast! always look good on being positive!
Enjoy life while you can",0,2009-05,86,8,"Olongapo City, Philippines","@lordbulb001 @selim_qdc @News5PH Wow ha, lubog lahat... dahil ang boss mong China nag hasik ng VIRUS na gawa sa kanilang LABORATORY SA WUHAN... at proud ka pa nyan? hahahha nakaka hiya isang to.",No translation,"Text, Reply",21/02/2021 13:16,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No remarks
12-125,18/04/2023 22:30,https://twitter.com/rainbow06406065/status/1346637303712681984,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@rainbow06406065,rainbow,Greatest faith,1,2020-12,1054,557,No location,@ANCALERTS Baka kasi mabuking si China na talaga may laboratory sila ng pag gawa ng corona virus kaya di nagpapasok ng experts. Ikaw kasi WHO pinagtakpan mo si China noon. Nakipag connived ka k China.  Cover- up ang ginawa mo kaya nagkalat agad ang virus. Bakit? Nagbayad ba si China sayo???,No translation,"Text, Reply",01/06/2021 9:58,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location
12-126,18/04/2023 22:30,https://twitter.com/ethanreddavid/status/1342271714986618880,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@ethanreddavid,Ethan David Osteopath,half French/Filipino,0,2017-11,434,634,No location,Sa Hong-Kong nga may na itala nanaman na may case sa covid pinaka tumagal na gawa ng China ang virus grabe ginagawa lng pra sa business kase lahat ng virus sa China lagi nang gagaling bro pra sinasadja ng China tapos yong covid Lalo pla lumalala,No translation,Text,25/12/2020 8:51,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location
12-127,18/04/2023 22:30,https://twitter.com/bossdosss/status/1343791555623063555,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@bossdosss,…,1 of 1,0,2019-02,162,91,phase 4 kaliwa,"galing ng china amputik, gawa virus tas benta gamot.",No translation,Text,29/12/2020 13:30,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No remarks
