ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Reviewer,Review
12-28,24/02/2023 7:16:12,https://twitter.com/clebxcleb/status/1396858577252323329?s=46&t=ynGnb7xJVrTxG5TiGB5Lhg,12,"Flores, Angela Nicole",HLTH,China/Chinese people created COVID-19,"""covid gawa ng china"", ""chinese ginawa covid""",@clebxcleb,cleb,basta,Anonymous,12/2017,366,98,"Bulacan, Central Luzon","Midnight thoughts

What if yung covid hindi talaga siya natural na sakit. Gawa talaga siya ng china para huminto yung economy ng buong mundo.","Midnight thoughts

What if the covid is not really a natural disease. It was really made by china to stop the economy of the whole world.","Text, Reply",25/05/2021 00:00:00,,Emotional,5,1,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",Tweet is part of a thread,,
12-29,24/02/2023 7:16:12,https://twitter.com/imrknz/status/1282296226998898690?s=46&t=ynGnb7xJVrTxG5TiGB5Lhg,12,"Flores, Angela Nicole",HLTH,China/Chinese people created COVID-19,"""covid gawa ng china"", ""chinese ginawa covid""",@imrknz,Mark Enzo,INFJ | (╯° - °）╯︵ ┻━┻ | this is a rant account,Identified,08/2015,659,8780,Piltover,"Dapat lahat ng mga bansa sa mundo singilin ang China sa damages na gawa ng COVID-19. I think this virus is man-made. Kung naturally occurring yan edi dapat noon palang meron na nito. Besides ""coincidence"" ba na may virology institute sa mismong Wuhan? 😑","All countries in the world should charge China for the damages caused by COVID-19. I think this virus is man-made. If that is naturally occurring then it should have been there by then. Besides is it a ""coincidence"" that there is a virology institute in Wuhan itself? 😑",Text,12/07/2020 20:50:00,,Emotional,13,0,1,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",Invalid location,,
12-30,24/02/2023 7:16:12,https://twitter.com/urbskie/status/1280730586135572480?s=46&t=ynGnb7xJVrTxG5TiGB5Lhg,12,"Flores, Angela Nicole",HLTH,China/Chinese people created COVID-19,"""covid gawa ng china"", ""chinese ginawa covid""",@urbskie,ϩɾօղ,,Anonymous,07/2018,214,89,,Pano kaya pag gawa lng ng china covid tsaka bagong virus para maubos pera ng bansa para umutang sakanila at masakop ang bansa,How can it be that China just made covid and also a new virus to run out of money for the country to borrow from them and conquer the country,Text,08/07/2020 13:09:00,,Emotional,2,1,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location,,
12-31,24/02/2023 7:16:12,https://twitter.com/HRHLyza/status/1449912709928001536,12,"Flores, Angela Nicole",HLTH,China/Chinese people created COVID-19,"""virus gawa China""",@HRHLyza,HRH Lyza,You can never classify me.,Anonymous,08/2011,71,33,Philippines,"@AzurPaps @dzbb @jhomer_apresto Mukhang wala ka pang trenta años, hijo...at bagong gawa ang Twitter account mo. Magbasa-basa ka naman sa WHO at CDC website. Kahit China nagulo sa binansagang ""Wuhan virus"". Tsk tsk tsk. https://t.co/R5dlvHdwsF


{Image: A screenshot of another twitter user’s profile}",,"Text, Image, Reply",18/10/2021 9:38:22,,Emotional,0,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",,,
12-32,24/02/2023 7:16:12,https://twitter.com/mertinsantos/status/1457342071627411459,12,"Flores, Angela Nicole",HLTH,China/Chinese people created COVID-19,"""virus gawa China""",@mertinsantos,mertin santos,I want a donut,Identified,08/2013,4790,1293,Manila,"@kalakumag @143SunnyDelight Ang sabi ng Tsina kung saan daw ito nag umpisa ay BINATO lang daw sa kanila ang virus.

Ang sabi naman ng USA ay China virus daw ito at dahil sa kapabayaan ay lumigwak.

Ang sabi ng WHO ay hindi daw nila alam kung saan galing.

Ang sabi ng kutsero gawa daw nila both.

Ewan ko?",,"Text, Reply",07/11/2021 21:40:00,,Emotional,2,1,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",,,
12-33,24/02/2023 7:16:12,https://twitter.com/Clivedwilson/status/1474061053331914763,12,"Flores, Angela Nicole",HLTH,China/Chinese people created COVID-19,"""virus gawa China""",@Clivedwilson,Clive Wilson,just another one stealing the youths of today oldies of tomorrows future,Anonymous,01/2012,44,92,near bristol,"@Ian_gawa @SkyNews Strange you missed out where this killer virus came from
It came from the CCP virology laboratories in Wuhan China",,"Text, Reply",23/12/2021 24:55:16,,Emotional,0,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",,,
12-34,24/02/2023 7:16:12,https://twitter.com/rubelynvillard1/status/1481960910776246280,12,"Flores, Angela Nicole",HLTH,China/Chinese people created COVID-19,"""virus gawa China""",@rubelynvillard1,PINK is the future,"GOD save Philippines 
❤❤❤",Anonymous,03/2016,1638,761,🇹🇼🇵🇭,@Moneyma78808638 China gawa VIRUS China gawa gamot  China negosyo,,"Text, Reply",14/01/2022 20:06:29,,Emotional,1,1,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",,,
12-35,24/02/2023 7:16:12,https://twitter.com/ilognaflowing/status/1490708679741431810,12,"Flores, Angela Nicole",HLTH,China/Chinese people created COVID-19,"""virus gawa China""",@ilognaflowing,ilog (LoR Graves waiting room),"19
any pronouns 
tired middle-aged fictional men😩🤩
reigen enjoyer💞💫
kim kitsuragi simp🟠🍊
jean vicqm(whatever his last name is) hater💢🤬🖕",Anonymous,11/2020,479,32,Republic of the Philippines,"My parents are literally believing Facebook political propaganda shit, dati gawa gawa daw ng China yung virus para sirain yung mindo(??) Tapos ngayon gawa gawa Naman daw ng WHO yung vaccines para kumita kasi hindi naman daw totoo na deadly yung omicron???",,Text,07/02/2022 23:26:59,,Emotional,1,3,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",,,
12-36,24/02/2023 7:16:12,https://twitter.com/szntszn/status/1509900168975589379,12,"Flores, Angela Nicole",HLTH,China/Chinese people created COVID-19,"""virus gawa China""",@szntszn,🦋,,Anonymous,02/2012,167,267,,3 weeks nang lockdown ang china gawa ng virus jusq,,Text,01/04/2022 22:27:07,,Emotional,0,1,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location,,
12-37,24/02/2023 7:16:12,https://twitter.com/iinVINCEible/status/1539864585377058816,12,"Flores, Angela Nicole",HLTH,China/Chinese people created COVID-19,"""virus gawa China""",@iinVINCEible,✌️ince Cedric,The discipline is in the attempt.,Identified,04/2011,732,585,in the thick of things,"Shutangina tong mga taga china, gagawa gawa ng virus tapos ngayong sila ang kinana, magkakansel kayo ng mga laro dito sa Pinas. Dapat sa ukraine na lang binigay slot nyo hmp pano na yan sa linggo, Italy kalaban nyo e gusto ko pa naman sila mapanood hmpppp! 😤 #VNL2022",,Text,23/06/2022 14:55:01,,Emotional,0,1,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",Invalid location,,
12-38,24/02/2023 7:16:12,https://twitter.com/SehzadehM/status/1557928407735812096,12,"Flores, Angela Nicole",HLTH,China/Chinese people created COVID-19,"""virus gawa China""",@SehzadehM,𝑺𝒆𝒍𝒊𝒎 𝒐̈𝒛𝒃𝒆𝒓𝒌 🇵🇭🇹🇷,Handsome Fil-Turkish,Anonymous,02/2022,843,87,Turkey,@DaftPink5 @ruminarist gawa n lng ng gawa ng virus ang china...,,"Text, Reply",12/08/2022 11:14:11,,Emotional,1,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",,,
12-39,24/02/2023 7:16:12,https://twitter.com/milamojica27/status/1608286998665502721,12,"Flores, Angela Nicole",HLTH,China/Chinese people created COVID-19,"""virus gawa China""",@milamojica27,Mila mojica,,Identified,09/2015,101,396,Republic of the Philippines,Naka2takot na nman ang situation gawa ng virus sana maghigpit ng todo ang airport natin sa mga passengers na galing ng China mahirap na medyo mababa pa nman ang covid cases d2 less than 100 nalang ata one wrong move will cause a surge again and stay safe always &amp; wear your mask,,Text,29/12/2022 10:21:15,,Emotional,18,2,4,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",,,
12-40,24/02/2023 7:16:12,https://twitter.com/bo_tinga/status/1595107625712357376?s=46&t=ynGnb7xJVrTxG5TiGB5Lhg,12,"Flores, Angela Nicole",HLTH,China/Chinese people created COVID-19,"""covid gawa ng china"", ""chinese ginawa covid""",@bo_tinga,eBOT Santos,,Anonymous,09/2017,59,30,,Kalalat ulit ang covid gawa na naman ng China,"The covid is spreading again, made by China again","Text, Reply",23/09/2022 1:31:00,,Emotional,0,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part","Tweet is part of a thread, No location",,
12-41,26/02/2023 19:13:00,https://twitter.com/meowmoew00/status/1384517592304414725,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""covid gawa sa china""",@meowmoew00,🐱,n/a,Anonymous,04/2021,3,1,,"nag simula ang lahat dahil sa covid na yan kaya nag kakagulo ang lahat,gawa tlga ng china yan pra ma invade nila ang mga isla sa palawan..","Everything started due to Covid, causing a lot of chaos. Covid was really made by China so they could invade Palawan","Text, Reply",20/04/2021 22:41:00,,Emotional,0,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location,,
12-42,26/02/2023 19:13:00,https://twitter.com/rainbow06406065/status/1376986626425905153,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""covid gawa sa china""",@rainbow06406065,rainbow,Greatest faith,Anonymous,12/2020,1059,558,,Kawawa mga Asians pinag iinitan sa ibang bansa dahil sa COVID-19 na to na gawa ng satanic evil na China. Damay lahat. Dapat sana tong mga ambassador na mga tsikwa ang pagbubugbugin.,"I feel bad for Asians who're getting flamed by other countries due to Covid which was made by the satanic evil China. Because of this, everyone was affected. These Chinese ambassadors should be beaten up.","Text, Reply",31/03/2021 03:56:00,,Emotional,4,0,1,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location,,
12-43,26/02/2023 19:13:00,https://twitter.com/leisbeth_recto/status/1352744847271104513,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""covid gawa sa china""",@leisbeth_recto,Leisbeth Recto,"Good leaders sacrifice for others to survive. Bad leaders sacrifice others to survive.
",Identified,09/2017,2077,8651,Philippines,"Ang Covid-19 virus na ngayon ay patuloy na kumikitil sa milyong-milyong buhay ay nagmula daw sa China.

Kaya bakit natin pagkakatiwalaan ang kanilang bakuna laban sa virus na sila rin nman ang may gawa?

Esep-esep.","The Covid virus today that continues to take the lives of millions of people is said to have originated from China. Thus, why would we trust a Chinese vaccine when they [Chinese] were the ones who created the virus? Think again.",Text,23/01/2021 06:27:00,,Emotional,82,1,10,2,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",,,
12-44,26/02/2023 19:13:00,https://twitter.com/AveryAl21657283/status/1337848866184392705,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""covid gawa sa china""",@AveryAl21657283,Avery Allen,Dance💗💗,Anonymous,11/2020,26,0,,"Pinaka matagal at malaking gawa sa china......
Yung
Covid-19😂😂😂✌",Covid is the longest-standing and biggest thing created by China 😂😂😂✌,Text,13/12/2020 03:56:00,,Emotional,1,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location,,
12-45,26/02/2023 19:13:00,https://twitter.com/itscarlclemente/status/1314118810404749312,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""covid gawa sa china""",@itscarlclemente,The Bekilor & His Designated Drama,"When I was a kid, I wanted to be a superhero. Now, I just want to be a kid again.
",Identified,10/2010,244,796,The QC,"Dear, made in China. ((Then again, ang Covid dun din gawa at hayop sa tibay.))","Dear, made in China. ((Then again, Covid was made there too and is insanely strong.))","Text, Reply",08/10/2020 16:21:00,,Emotional,1,1,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",,,
12-46,26/02/2023 19:13:00,https://twitter.com/babybea59211498/status/1306892113708158976,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""covid gawa sa china""",@babybea59211498,babybear,loving caring passionate  smart cuddly  ur baby na virgin pa...  health advocate...  a friend who will ve wu tru tik n tin,Anonymous,03/2020,2467,602,,kaso mo malakas backer China... china lang naman nghasik ng covid sa mundo... angas diba... papatayin nya ties with EU at babaligtarin ang kwento... ang pagdurusa ng pinoy ang may gawa.... EU .. diba ang galing baligtarin ang kabutihan katotohanan... iba gumalaw ang kasamaaan,"The issue is China is strong, they made Covid. Cool, right? They'll cut ties with EU and change the story. EU made the suffering of Filipinos. Isn't it amazing how they turn the story around? Evil moves in a different way.","Text, Reply",18/09/2020 17:45:00,,Emotional,0,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location,,
12-47,26/02/2023 19:13:00,https://twitter.com/im_a_taxpayer/status/1266294030763085824,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""covid gawa sa china""",@im_a_taxpayer,Taxpayer,"I am a taxpayer.
",Anonymous,04/2020,41,0,,Umaasa talaga sya sa China noh? Di ata aware ang pangulo na China din may gawa ng covid. My Gawdddd i hate drugs,"He really depends on China, right? The president might be unaware that China actually made Covid. My Gawdddd I hate drugs","Text, Reply",29/05/2020 17:03:00,,Emotional,0,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location,,
12-48,26/02/2023 19:13:00,https://twitter.com/gavinbensing/status/1242039969390067712,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""covid gawa sa china""",@gavinbensing,Gavvv🥀,"always looking for something
",Identified,02/2019,319,197,XVI,"Sana yung kalat na pinagga-gawa nitong China e linisin nila. Andami ng apektado, andami ng namamatay ng dahil sa covid na yan.","I hope China fixes the mess they made. A lot were affected, a lot died due to that Covid virus.",Text,23/03/2020 18:46:00,,Emotional,0,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",Invalid location,,
12-60,30/03/2023 23:44:01,https://twitter.com/DArealGOLD/status/1242560095319277569,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""coronavirus gawa china""",@DArealGOLD,Darry Gold Abalus,"Certified Public Accountant by heart😉
",Identified,4/2015,124,39,"Solano, Nueva Vizcaya","China, paki patent naman mga gawa niyong virus. Masiyado ng advance Inventions niyoo.
Bayad narin ng Damages niyo🙄😭
#coronavirus
#Hantavirus","China, kindly patent your created virus. Your inventions are too advanced. Pay for your damages too. 🙄😭
#coronavirus
#Hantavirus",Text,25/03/2020 5:13:00,,Emotional,0,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",,,
12-61,30/03/2023 23:44:01,https://twitter.com/Enrique00431300/status/1290473234903650304,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""coronavirus gawa china""",@Enrique00431300,Enrique Villa,always be happy,Identified,8/2020,42,4,,Lumalabas din ang katotohan na kayong mga china ang may gawa at palano ng lahat lahat! #ChinaAngvirus mga salot kayo! Chinese virologist claims coronavirus came from PLA lab | Taiwan News (https://www.taiwannews.com.tw/en/news/3977823),The truth is revealed that China made and planned everything! #ChinaAngvirus Chinese virologist claims coronavirus came from PLA lab | Taiwan News (https://www.taiwannews.com.tw/en/news/3977823),"Text, URL",04/08/2020 10:22:00,,Rational,0,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location,,
12-62,30/03/2023 23:44:01,https://twitter.com/ArlaLidor/status/1289541972311515137,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""coronavirus gawa china""",@ArlaLidor,Arla Lidor,"makeups is my thing
",Anonymous,1/2019,59,48,,kaya dapat tawag na sa corona virus.. China CoronaVirus.. pra wala sinu mang makakalimot na sila ang may gawa ng virus na yan #ChinaAngVirus,Coronavirus should be called China Coronavirus so no one forgets they were the ones who made the virus #ChinaAngVirus,"Text, Reply",01/08/2020 20:42:00,,Emotional,0,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location,,
12-63,30/03/2023 23:44:01,https://twitter.com/SyreelL/status/1303509506136051712,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""coronavirus gawa china""",@SyreelL,Syreel Lee,"ＰＨＩＬＩＰＰＩＮＥＳ

𝓢𝔂𝓻𝓮𝓮𝓵 𝓛𝓮𝓮  𝓢𝓪𝓵𝓲𝓷𝓪𝓼 𝓖𝓾𝓶𝓪𝓷𝓫𝓪𝓷 𝓛𝓪𝓻𝓰𝓸 𝓖𝓸𝓶𝓮𝔃

𝑆𝑢𝑏𝑎𝑛𝑒𝑛 𝑇𝑟𝑖𝑏𝑒-𝑆𝑝𝑎𝑛𝑖𝑠ℎ 𝑏𝑙𝑜𝑜𝑑𝑒𝑑-𝐹𝑖𝑙𝑖𝑝𝑖𝑛𝑎",Identified,9/2020,104,0,,"Ito lang ang pinakamatibay na gawa ng China.
#coronavirus https://t.co/Nps3TAa4wM",This is the most durable thing China has created. #coronavirus https://t.co/Nps3TAa4wM,"Text, Image",9/9/2020 9:44:00,,Emotional,0,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location,,
12-64,30/03/2023 23:44:01,https://twitter.com/junjijayme165/status/1339672569851432960,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""coronavirus gawa china""",@junjijayme165,Legalist,"Legalist is an online lawyer specializing in contract preparation and review, and legal consultation through the internet.",Identified,6/2014,659,606,,"Ideal: Coronavirus galing sa nature
Reality: Coronavirus gawa ni China","Ideal: Coronavirus originated from nature
Reality: Coronavirus created by China","Text, Reply",18/12/2020 04:43:00,,Emotional,0,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location,,
12-65,31/03/2023 01:16:00,https://twitter.com/jeromeyanyow/status/1244551229071437825,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""covid gumawa china""",@jeromeyanyow,JEROME MICHAEL G.💸,343323601 dota 2 🎈 // inquire me @  Primelensdigitalstudio.com 🎥📷,Identified,5/2015,324,188,,Mga chinese na yan hilig talaga gumawa ng made in china tignan mk yung covid ayun lang yung legit na gawa nila 🤦‍♂️🤷‍♂️,"Those Chinese really like making things, look at Covid and how it's the only legitimate thing they made",Text,30/03/2020 17:05:00,,Emotional,0,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location,,
12-66,31/03/2023 01:16:00,https://twitter.com/frenchfernande2/status/1242699736303513600,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""covid gumawa china""",@frenchfernande2,Morning Girl,I love my country second to our Lord God,Identified,01/2020,3295,2212,,"@RenHu2 @ProfessorUno Tama dahil sa pilipinas, meron pangulo at mga gabineteng, tuta ng China at utusan ni XI Jin ping ang salot at hayop NA gumawa ng covid virus","@RenHu2 @ProfessorUno You're right, because of the Philippines, there's a president and cabinet who are serving China and Xi Jin Ping, the animal who made Covid virus","Text, Reply",25/03/2020 14:28:00,,Emotional,7,0,1,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location,,
12-67,31/03/2023 01:16:00,https://twitter.com/junncabanaoan/status/1242468448577429505,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""covid gumawa china""",@junncabanaoan,underrated.keivenn,skeptical sanguine,Identified,03/2016,207,278,Thea Angel's ♥,"CHINA CREATED COVID AND THIS VIRUS ONLY IS SEEN AS PANDEMIC. BUT AS OF NOW, COVID IS GIVING THE EARTH TIME TO RECOVER. KAYA PLEASE CHINA, OKAY NA YUNG COVID LANG, NO MORE VIRUS, GUMAWA PA NG ISA EE. KABABOYAN","China created Covid and this virus only is seen as pandemic. But as of now, Covid is giving the earth time to recover. So please China, Covid is already enough, no more virus, you still made another one.",Text,24/03/2020 23:08:00,,Emotional,0,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",Invalid location,,
12-68,31/03/2023 01:16:00,https://twitter.com/jconcepcion929/status/1246517594112135168,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""covid gumawa china""",@jconcepcion929,Wazowski,Life's a mess,Identified,09/2018,668,225,anodrac,Putanginaa mo covid ha tanginaa sinisira mo mga plano ko ngayong bakasyon putanginaa mo umalis ka na sa pinas balik ka na sa china yung gumawa sayo sila patayin nyo,"Fuck you covid, you are ruining my plans for this vacation. Leave the Philippines and go back to China, kill the ones who created you.",Text,05/04/2020 3:18:00,,Emotional,1,2,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",Invalid location,,
